Date.Time,Transaction.Code,Transaction.Subcode,Symbol,Buy.Sell,Open.Close,Quantity,Expiration.Date,Strike,Call.Put,Price,Fees,Amount,Description
6/23/2020 10:06,Trade,Sell to Close,SPY,Sell,Close,1,7/17/2020,303,C,14.81,0.182,1481,Sold 1 SPY 07/17/20 Call 303.00 @ 14.81
6/27/2020 9:29,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.03,Regulatory fee adjustment
6/29/2020 11:30,Trade,Sell to Close,AAPL,Sell,Close,1,7/10/2020,327.5,P,1.21,0.152,121,Sold 1 AAPL 07/10/20 Put 327.50 @ 1.21
6/29/2020 11:30,Trade,Buy to Close,AAPL,Buy,Close,1,7/10/2020,330,P,1.4,0.14,-140,Bought 1 AAPL 07/10/20 Put 330.00 @ 1.40
7/6/2020 11:36,Trade,Buy to Close,AAPL,Buy,Close,1,7/24/2020,352.5,P,2.32,0.14,-232,Bought 1 AAPL 07/24/20 Put 352.50 @ 2.32
7/6/2020 11:36,Trade,Sell to Close,AAPL,Sell,Close,1,7/24/2020,342.5,P,1.32,0.152,132,Sold 1 AAPL 07/24/20 Put 342.50 @ 1.32
7/8/2020 12:52,Trade,Sell to Open,LULU,Sell,Open,1,8/14/2020,300,P,12.03,1.172,1203,Sold 1 LULU 08/14/20 Put 300.00 @ 12.03
7/8/2020 12:52,Trade,Buy to Open,LULU,Buy,Open,1,8/14/2020,297.5,P,11.07,1.14,-1107,Bought 1 LULU 08/14/20 Put 297.50 @ 11.07
7/8/2020 13:24,Trade,Sell to Open,IWM,Sell,Open,1,8/14/2020,140,P,6.13,1.162,613,Sold 1 IWM 08/14/20 Put 140.00 @ 6.13
7/8/2020 13:24,Trade,Buy to Open,IWM,Buy,Open,1,8/14/2020,137.5,P,5.17,1.14,-517,Bought 1 IWM 08/14/20 Put 137.50 @ 5.17
7/11/2020 9:23,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.02,Regulatory fee adjustment
7/16/2020 17:00,Money Movement,Deposit,,,,NA,,NA,,NA,0,250,ACH DEPOSIT
7/29/2020 12:24,Trade,Sell to Close,IWM,Sell,Close,1,8/14/2020,137.5,P,0.82,0.152,82,Sold 1 IWM 08/14/20 Put 137.50 @ 0.82
7/29/2020 12:24,Trade,Buy to Close,IWM,Buy,Close,1,8/14/2020,140,P,1.18,0.14,-118,Bought 1 IWM 08/14/20 Put 140.00 @ 1.18
7/30/2020 13:52,Trade,Sell to Close,LULU,Sell,Close,1,8/14/2020,297.5,P,1.71,0.152,171,Sold 1 LULU 08/14/20 Put 297.50 @ 1.71
7/30/2020 13:52,Trade,Buy to Close,LULU,Buy,Close,1,8/14/2020,300,P,2.06,0.14,-206,Bought 1 LULU 08/14/20 Put 300.00 @ 2.06
8/1/2020 9:58,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.01,Regulatory fee adjustment
8/5/2020 13:02,Trade,Buy to Open,SPY,Buy,Open,1,9/4/2020,326,P,5.21,1.14,-521,Bought 1 SPY 09/04/20 Put 326.00 @ 5.21
8/5/2020 13:02,Trade,Sell to Open,SPY,Sell,Open,1,9/4/2020,331,P,6.79,1.162,679,Sold 1 SPY 09/04/20 Put 331.00 @ 6.79
8/8/2020 9:09,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.01,Regulatory fee adjustment
8/10/2020 14:44,Trade,Sell to Open,QQQ,Sell,Open,1,9/11/2020,267.5,P,7.17,1.162,717,Sold 1 QQQ 09/11/20 Put 267.50 @ 7.17
8/10/2020 14:44,Trade,Buy to Open,QQQ,Buy,Open,1,9/11/2020,262.5,P,5.55,1.14,-555,Bought 1 QQQ 09/11/20 Put 262.50 @ 5.55
8/19/2020 10:36,Trade,Sell to Close,SPY,Sell,Close,1,9/4/2020,326,P,1.62,0.152,162,Sold 1 SPY 09/04/20 Put 326.00 @ 1.62
8/19/2020 10:36,Trade,Buy to Close,SPY,Buy,Close,1,9/4/2020,331,P,2.33,0.14,-233,Bought 1 SPY 09/04/20 Put 331.00 @ 2.33
8/19/2020 17:00,Money Movement,Deposit,,,,NA,,NA,,NA,0,250,ACH DEPOSIT
8/20/2020 15:10,Trade,Sell to Close,QQQ,Sell,Close,1,9/11/2020,262.5,P,2.27,0.152,227,Sold 1 QQQ 09/11/20 Put 262.50 @ 2.27
8/20/2020 15:10,Trade,Buy to Close,QQQ,Buy,Close,1,9/11/2020,267.5,P,3.07,0.14,-307,Bought 1 QQQ 09/11/20 Put 267.50 @ 3.07
8/21/2020 11:37,Trade,Sell to Open,BAC,Sell,Open,1,10/16/2020,25,P,1.5,1.152,150,Sold 1 BAC 10/16/20 Put 25.00 @ 1.50
8/22/2020 9:20,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.02,Regulatory fee adjustment
8/27/2020 9:35,Trade,Buy to Open,SPY,Buy,Open,1,9/21/2020,342,P,4.65,1.14,-465,Bought 1 SPY 09/21/20 Put 342.00 @ 4.65
8/27/2020 9:35,Trade,Sell to Open,SPY,Sell,Open,1,9/21/2020,347,P,6.36,1.162,636,Sold 1 SPY 09/21/20 Put 347.00 @ 6.36
9/2/2020 15:35,Trade,Sell to Close,SPY,Sell,Close,1,9/21/2020,342,P,2.3,0.152,230,Sold 1 SPY 09/21/20 Put 342.00 @ 2.30
9/2/2020 15:35,Trade,Buy to Close,SPY,Buy,Close,1,9/21/2020,347,P,3.1,0.14,-310,Bought 1 SPY 09/21/20 Put 347.00 @ 3.10
9/18/2020 11:59,Trade,Buy to Open,AAPL,Buy,Open,1,10/16/2020,98.75,P,2.16,1.14,-216,Bought 1 AAPL 10/16/20 Put 98.75 @ 2.16
9/18/2020 11:59,Trade,Sell to Open,AAPL,Sell,Open,1,10/16/2020,100,P,2.51,1.152,251,Sold 1 AAPL 10/16/20 Put 100.00 @ 2.51
9/18/2020 17:00,Money Movement,Deposit,,,,NA,,NA,,NA,0,250,ACH DEPOSIT
9/19/2020 10:23,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.01,Regulatory fee adjustment
9/30/2020 9:58,Trade,Sell to Close,AAPL,Sell,Close,1,10/16/2020,98.75,P,0.3,0.152,30,Sold 1 AAPL 10/16/20 Put 98.75 @ 0.30
9/30/2020 9:58,Trade,Buy to Close,AAPL,Buy,Close,1,10/16/2020,100,P,0.37,0.14,-37,Bought 1 AAPL 10/16/20 Put 100.00 @ 0.37
10/3/2020 9:23,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.01,Regulatory fee adjustment
10/16/2020 17:00,Receive Deliver,Assignment,BAC,,,1,10/16/2020,25,P,NA,0,0,Removal of option due to assignment
10/16/2020 17:00,Receive Deliver,Buy to Open,BAC,Buy,Open,100,,NA,,25,5,-2500,Buy to Open 100 BAC @ 25.00
10/16/2020 17:00,Money Movement,Deposit,,,,NA,,NA,,NA,0,250,ACH DEPOSIT
10/23/2020 10:41,Trade,Sell to Open,BAC,Sell,Open,1,11/13/2020,25,C,0.89,1.152,89,Sold 1 BAC 11/13/20 Call 25.00 @ 0.89
11/13/2020 17:00,Receive Deliver,Assignment,BAC,,,1,11/13/2020,25,C,NA,0,0,Removal of option due to assignment
11/13/2020 17:00,Receive Deliver,Sell to Close,BAC,Sell,Close,100,,NA,,25,5.072,2500,Sell to Close 100 BAC @ 25.00
11/23/2020 17:00,Money Movement,Deposit,,,,NA,,NA,,NA,0,250,ACH DEPOSIT
11/24/2020 10:24,Trade,Sell to Open,WORK,Sell,Open,1,12/24/2020,27.5,P,1.2,1.152,120,Sold 1 WORK 12/24/20 Put 27.50 @ 1.20
11/25/2020 12:13,Trade,Buy to Close,WORK,Buy,Close,1,12/24/2020,27.5,P,0.5,0.14,-50,Bought 1 WORK 12/24/20 Put 27.50 @ 0.50
11/25/2020 12:27,Trade,Sell to Open,PLUG,Sell,Open,1,12/24/2020,24,P,1.4,1.152,140,Sold 1 PLUG 12/24/20 Put 24.00 @ 1.40
11/28/2020 8:55,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.01,Regulatory fee adjustment
12/9/2020 9:33,Trade,Buy to Close,PLUG,Buy,Close,1,12/24/2020,24,P,0.5,0.14,-50,Bought 1 PLUG 12/24/20 Put 24.00 @ 0.50
12/9/2020 11:12,Trade,Sell to Open,SPY,Sell,Open,1,1/8/2021,367.5,P,6.81,1.162,681,Sold 1 SPY 01/08/21 Put 367.50 @ 6.81
12/9/2020 11:12,Trade,Buy to Open,SPY,Buy,Open,1,1/8/2021,362.5,P,5.23,1.14,-523,Bought 1 SPY 01/08/21 Put 362.50 @ 5.23
12/9/2020 11:16,Trade,Sell to Open,AAL,Sell,Open,1,12/31/2020,17.5,P,1.22,1.152,122,Sold 1 AAL 12/31/20 Put 17.50 @ 1.22
12/12/2020 9:31,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.02,Regulatory fee adjustment
12/16/2020 17:00,Money Movement,Credit Interest,,,,NA,,NA,,NA,0,0.03,INTEREST ON CREDIT BALANCE
12/17/2020 14:42,Trade,Sell to Open,AAL,Sell,Open,1,1/29/2021,16.5,P,1.62,1.152,162,Sold 1 AAL 01/29/21 Put 16.50 @ 1.62
12/17/2020 14:42,Trade,Buy to Close,AAL,Buy,Close,1,12/31/2020,17.5,P,1.33,0.14,-133,Bought 1 AAL 12/31/20 Put 17.50 @ 1.33
12/19/2020 12:25,Money Movement,Balance Adjustment,,,,NA,,NA,,NA,0,-0.01,Regulatory fee adjustment
12/29/2020 9:30,Trade,Sell to Close,SPY,Sell,Close,1,1/8/2021,362.5,P,1.4,0.152,140,Sold 1 SPY 01/08/21 Put 362.50 @ 1.40
12/29/2020 9:30,Trade,Buy to Close,SPY,Buy,Close,1,1/8/2021,367.5,P,2.15,0.14,-215,Bought 1 SPY 01/08/21 Put 367.50 @ 2.15
